Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 0hr_minus_rep1	Peptides 0hr_minus_rep2	Peptides 0hr_minus_rep3	Peptides 0hr_plus_rep1	Peptides 0hr_plus_rep2	Peptides 0hr_plus_rep3	Peptides 1hr_minus_rep1	Peptides 1hr_minus_rep2	Peptides 1hr_minus_rep3	Peptides 1hr_plus_rep1	Peptides 1hr_plus_rep2	Peptides 1hr_plus_rep3	Peptides 3hr_minus_rep1	Peptides 3hr_minus_rep2	Peptides 3hr_minus_rep3	Peptides 3hr_plus_rep1	Peptides 3hr_plus_rep2	Peptides 3hr_plus_rep3	Peptides no4SU_minus_1	Peptides no4SU_minus_2	Peptides no4SU_plus_1	Peptides no4SU_plus_2	Razor + unique peptides 0hr_minus_rep1	Razor + unique peptides 0hr_minus_rep2	Razor + unique peptides 0hr_minus_rep3	Razor + unique peptides 0hr_plus_rep1	Razor + unique peptides 0hr_plus_rep2	Razor + unique peptides 0hr_plus_rep3	Razor + unique peptides 1hr_minus_rep1	Razor + unique peptides 1hr_minus_rep2	Razor + unique peptides 1hr_minus_rep3	Razor + unique peptides 1hr_plus_rep1	Razor + unique peptides 1hr_plus_rep2	Razor + unique peptides 1hr_plus_rep3	Razor + unique peptides 3hr_minus_rep1	Razor + unique peptides 3hr_minus_rep2	Razor + unique peptides 3hr_minus_rep3	Razor + unique peptides 3hr_plus_rep1	Razor + unique peptides 3hr_plus_rep2	Razor + unique peptides 3hr_plus_rep3	Razor + unique peptides no4SU_minus_1	Razor + unique peptides no4SU_minus_2	Razor + unique peptides no4SU_plus_1	Razor + unique peptides no4SU_plus_2	Unique peptides 0hr_minus_rep1	Unique peptides 0hr_minus_rep2	Unique peptides 0hr_minus_rep3	Unique peptides 0hr_plus_rep1	Unique peptides 0hr_plus_rep2	Unique peptides 0hr_plus_rep3	Unique peptides 1hr_minus_rep1	Unique peptides 1hr_minus_rep2	Unique peptides 1hr_minus_rep3	Unique peptides 1hr_plus_rep1	Unique peptides 1hr_plus_rep2	Unique peptides 1hr_plus_rep3	Unique peptides 3hr_minus_rep1	Unique peptides 3hr_minus_rep2	Unique peptides 3hr_minus_rep3	Unique peptides 3hr_plus_rep1	Unique peptides 3hr_plus_rep2	Unique peptides 3hr_plus_rep3	Unique peptides no4SU_minus_1	Unique peptides no4SU_minus_2	Unique peptides no4SU_plus_1	Unique peptides no4SU_plus_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 0hr_minus_rep1	Identification type 0hr_minus_rep2	Identification type 0hr_minus_rep3	Identification type 0hr_plus_rep1	Identification type 0hr_plus_rep2	Identification type 0hr_plus_rep3	Identification type 1hr_minus_rep1	Identification type 1hr_minus_rep2	Identification type 1hr_minus_rep3	Identification type 1hr_plus_rep1	Identification type 1hr_plus_rep2	Identification type 1hr_plus_rep3	Identification type 3hr_minus_rep1	Identification type 3hr_minus_rep2	Identification type 3hr_minus_rep3	Identification type 3hr_plus_rep1	Identification type 3hr_plus_rep2	Identification type 3hr_plus_rep3	Identification type no4SU_minus_1	Identification type no4SU_minus_2	Identification type no4SU_plus_1	Identification type no4SU_plus_2	Sequence coverage 0hr_minus_rep1 [%]	Sequence coverage 0hr_minus_rep2 [%]	Sequence coverage 0hr_minus_rep3 [%]	Sequence coverage 0hr_plus_rep1 [%]	Sequence coverage 0hr_plus_rep2 [%]	Sequence coverage 0hr_plus_rep3 [%]	Sequence coverage 1hr_minus_rep1 [%]	Sequence coverage 1hr_minus_rep2 [%]	Sequence coverage 1hr_minus_rep3 [%]	Sequence coverage 1hr_plus_rep1 [%]	Sequence coverage 1hr_plus_rep2 [%]	Sequence coverage 1hr_plus_rep3 [%]	Sequence coverage 3hr_minus_rep1 [%]	Sequence coverage 3hr_minus_rep2 [%]	Sequence coverage 3hr_minus_rep3 [%]	Sequence coverage 3hr_plus_rep1 [%]	Sequence coverage 3hr_plus_rep2 [%]	Sequence coverage 3hr_plus_rep3 [%]	Sequence coverage no4SU_minus_1 [%]	Sequence coverage no4SU_minus_2 [%]	Sequence coverage no4SU_plus_1 [%]	Sequence coverage no4SU_plus_2 [%]	Intensity	Intensity 0hr_minus_rep1	Intensity 0hr_minus_rep2	Intensity 0hr_minus_rep3	Intensity 0hr_plus_rep1	Intensity 0hr_plus_rep2	Intensity 0hr_plus_rep3	Intensity 1hr_minus_rep1	Intensity 1hr_minus_rep2	Intensity 1hr_minus_rep3	Intensity 1hr_plus_rep1	Intensity 1hr_plus_rep2	Intensity 1hr_plus_rep3	Intensity 3hr_minus_rep1	Intensity 3hr_minus_rep2	Intensity 3hr_minus_rep3	Intensity 3hr_plus_rep1	Intensity 3hr_plus_rep2	Intensity 3hr_plus_rep3	Intensity no4SU_minus_1	Intensity no4SU_minus_2	Intensity no4SU_plus_1	Intensity no4SU_plus_2	iBAQ	iBAQ 0hr_minus_rep1	iBAQ 0hr_minus_rep2	iBAQ 0hr_minus_rep3	iBAQ 0hr_plus_rep1	iBAQ 0hr_plus_rep2	iBAQ 0hr_plus_rep3	iBAQ 1hr_minus_rep1	iBAQ 1hr_minus_rep2	iBAQ 1hr_minus_rep3	iBAQ 1hr_plus_rep1	iBAQ 1hr_plus_rep2	iBAQ 1hr_plus_rep3	iBAQ 3hr_minus_rep1	iBAQ 3hr_minus_rep2	iBAQ 3hr_minus_rep3	iBAQ 3hr_plus_rep1	iBAQ 3hr_plus_rep2	iBAQ 3hr_plus_rep3	iBAQ no4SU_minus_1	iBAQ no4SU_minus_2	iBAQ no4SU_plus_1	iBAQ no4SU_plus_2	LFQ intensity 0hr_minus_rep1	LFQ intensity 0hr_minus_rep2	LFQ intensity 0hr_minus_rep3	LFQ intensity 0hr_plus_rep1	LFQ intensity 0hr_plus_rep2	LFQ intensity 0hr_plus_rep3	LFQ intensity 1hr_minus_rep1	LFQ intensity 1hr_minus_rep2	LFQ intensity 1hr_minus_rep3	LFQ intensity 1hr_plus_rep1	LFQ intensity 1hr_plus_rep2	LFQ intensity 1hr_plus_rep3	LFQ intensity 3hr_minus_rep1	LFQ intensity 3hr_minus_rep2	LFQ intensity 3hr_minus_rep3	LFQ intensity 3hr_plus_rep1	LFQ intensity 3hr_plus_rep2	LFQ intensity 3hr_plus_rep3	LFQ intensity no4SU_minus_1	LFQ intensity no4SU_minus_2	LFQ intensity no4SU_plus_1	LFQ intensity no4SU_plus_2	MS/MS count 0hr_minus_rep1	MS/MS count 0hr_minus_rep2	MS/MS count 0hr_minus_rep3	MS/MS count 0hr_plus_rep1	MS/MS count 0hr_plus_rep2	MS/MS count 0hr_plus_rep3	MS/MS count 1hr_minus_rep1	MS/MS count 1hr_minus_rep2	MS/MS count 1hr_minus_rep3	MS/MS count 1hr_plus_rep1	MS/MS count 1hr_plus_rep2	MS/MS count 1hr_plus_rep3	MS/MS count 3hr_minus_rep1	MS/MS count 3hr_minus_rep2	MS/MS count 3hr_minus_rep3	MS/MS count 3hr_plus_rep1	MS/MS count 3hr_plus_rep2	MS/MS count 3hr_plus_rep3	MS/MS count no4SU_minus_1	MS/MS count no4SU_minus_2	MS/MS count no4SU_plus_1	MS/MS count no4SU_plus_2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
6485	5028	2814	7916	5154	1793	1	5	5	5	1	0	2	0	0	0	1	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	9	9	9	121	1104	7110	0	3	9533	1982	715	3142	144	340	905	9622	4175	431	6371	6357	1767	2799	3916	1844	3742	7144	7848	3059	2562	2399	2	0	2	0	0	0	2	0	4	0	2	2	0	0	0	0	2	0	0	0	0	0	28042769	1855511	0	11581413	0	0	0	2692539	0	12461437	0	2019124	7103717	0	0	0	0	3093238	0	0	0	0	0	423547	25946	0	307881	0	0	0	217864	0	273058	0	11478	17561	0	0	0	0	67259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821260	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1434	8904	8429	1267	7075	8518	1017	1805	6874	6220	1667	319
3901	9862	9893	8804	7515	9702	1	10	10	10	3	1	4	4	0	5	3	0	7	2	0	6	3	2	6	4	1	7	0	2	0	1	3	1	4	4	0	5	3	0	7	2	0	6	3	2	6	4	1	7	0	2	0	1	3	1	4	4	0	5	3	0	7	2	0	6	3	2	6	4	1	7	0	2	0	1	10	10	10	155	1412	7191	0	25	353	9908	3117	3566	7502	3540	681	9275	5264	8895	7534	3086	9911	5077	5902	8280	2857	1695	3843	9387	3065	8603	3	1	3	4	0	4	3	0	8	2	0	5	3	2	7	4	1	7	0	2	0	1	233794001	10291972	3700029	50461982	9756642	0	11567180	4343354	0	25095670	4867269	0	35763519	7623847	2876733	46685451	8780127	3082748	22126086	0	472959	0	2102736	4025314	187604	8311	979743	158239	0	88504	37304	0	611530	121469	0	570119	118441	189850	961621	89816	95516	309436	0	8110	0	48022	2682422	0	3152326	2668166	0	2163865	1933332	0	2018169	0	0	2629721	2381050	1655574	2396967	2460433	0	2819734	0	0	0	0	2	0	4	3	0	3	2	0	6	0	0	3	2	1	6	4	0	2	0	0	0	0	38	9002	305	4247	1268	3618	9426	7822	5039	8766	7769	7437	4244
6479	5977	1625	8628	4638	4605	1	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	2	2	2	169	1541	2657	0	2	1649	3704	1356	5789	1139	470	5886	6281	6447	9414	3952	3820	5937	770	8415	9334	2387	6570	3927	6908	5513	772	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	26589793	0	0	0	0	0	0	0	0	984632	0	0	0	0	0	18337166	0	0	17988427	0	0	0	0	733753	0	0	0	0	0	0	0	0	18339	0	0	0	0	0	43903	0	0	292029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5163331	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1622	4246	3603	1269	9682	328	620	3374	6203	6724	9602	3541
7889	9759	4982	7371	2963	2654	1	6	6	6	2	0	4	3	0	2	1	0	2	1	1	1	1	0	2	2	1	1	0	0	0	0	2	0	4	3	0	2	1	0	2	1	1	1	1	0	2	2	1	1	0	0	0	0	2	0	4	3	0	2	1	0	2	1	1	1	1	0	2	2	1	1	0	0	0	0	4	4	4	191	1716	9578	0	5	1987	6484	7576	8163	1655	5725	6951	5011	3251	7353	139	8945	9490	436	264	4413	938	6386	6969	8197	1395	9323	1	0	2	3	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	46130156	1809508	0	14390016	1807632	0	1895350	3285393	0	4270089	1543854	1071081	729156	2337508	0	21015411	538538	1044729	1585654	0	0	0	0	2092031	34962	0	333770	27667	0	114468	167756	0	38807	127483	56750	72805	26807	0	119486	79748	172941	180023	0	0	0	0	0	0	1052414	0	0	446754	0	0	516942	0	0	0	0	0	550458	0	0	0	0	0	0	0	2	0	3	3	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	15	8075	422	2605	1270	1856	9623	7462	3279	8650	4846	6973	405
5540	4649	3790	5888	443	9319	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	209	1862	9937	0	2	4283	8582	7788	9279	1943	646	1640	5603	2262	4350	1793	4432	3213	9487	1085	5325	558	6248	1047	7445	1129	577	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5213602	0	0	1147415	0	0	164965	0	0	348369	0	0	0	0	0	13151345	0	0	0	0	0	0	0	955847	0	0	44678	0	0	119707	0	0	9492	0	0	0	0	0	7917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6111	694	8678	1271	3141	46	4084	6907	6131	4088	405	6845
6969	5272	531	9764	3899	7942	1	51	37	37	29	19	21	29	25	19	34	16	25	30	20	27	25	18	27	29	22	22	10	2	8	3	16	10	9	17	16	9	23	8	13	18	12	16	14	8	17	16	12	12	2	1	1	1	16	10	9	17	16	9	23	8	13	18	12	16	14	8	17	16	12	12	2	1	1	1	31	26	26	228	1995	4295	0	124	7935	3317	8923	3950	2756	49	5361	5836	184	2064	7730	7640	7028	3023	1515	367	5681	1129	2462	2060	7471	4864	15	11	11	16	16	10	20	9	15	17	13	16	14	11	17	16	13	12	5	1	4	2	3364725159	350525611	75526384	303160078	250717344	132565493	49246415	249026926	59707499	148475975	160736500	164899359	243310977	206374768	89277953	397123519	199025794	173606505	86284839	16363035	3432233	15014699	2486580	31646195	3393480	576925	3051649	2421965	1286030	395842	2572856	666090	1286440	1657741	1704286	2539068	2012149	898700	4025172	2097579	1614889	910767	161542	11520	153386	125527	28228323	33572211	20629376	26376092	39010586	15857484	26184009	24056173	28804899	27576988	30324458	35430740	30125971	33253937	34333331	26787470	25330059	22373077	25965922	0	0	0	12	6	5	13	13	3	23	4	11	14	9	13	9	7	13	13	9	3	2	1	4	1	187	9922	6958	7959	1272	2743	7965	9531	7122	6796	1132	4405	5057
9178	5527	6126	6447	8178	1173	1	20	20	15	10	1	8	7	1	1	9	1	4	6	5	6	10	1	7	9	3	1	0	0	0	0	10	1	8	7	1	1	9	1	4	6	5	6	10	1	7	9	3	1	0	0	0	0	6	0	5	5	0	0	7	0	2	5	3	4	8	0	5	6	0	0	0	0	0	0	15	15	12	170	1536	6496	0	29	2618	5152	4972	2983	4007	4119	1596	2418	2992	7110	6352	6475	4373	3349	1620	7268	4013	3901	1105	2944	2325	9814	7	1	7	4	1	1	7	1	4	5	3	4	7	1	6	7	2	1	0	0	0	0	150596538	24960998	2274780	24580256	13809882	2482947	3979726	21136966	1331764	9573974	7030721	4315462	8651035	15284677	2564363	3030520	13279455	2111646	554417	0	0	0	0	3115496	248493	195026	359750	129846	53801	79111	132401	159358	146240	78420	211971	19902	157209	174275	207718	38279	172406	169962	0	0	0	0	2884365	0	1772313	1915305	0	1166293	2955529	0	1472928	1763962	1129077	775363	2455849	0	596524	1499832	1013940	0	0	0	0	0	7	0	8	3	0	0	7	0	2	4	1	4	8	0	3	5	0	0	0	0	0	0	52	8617	3704	4258	1273	9380	9462	4290	8090	2254	7210	9024	9298
1518	186	5750	6293	8216	4743	1	36	36	35	15	17	30	19	18	27	18	16	29	17	19	27	15	18	31	17	20	23	0	3	0	4	15	17	30	19	18	27	18	16	29	17	19	27	15	18	31	17	20	23	0	3	0	4	15	17	29	19	18	26	18	16	28	17	19	26	15	18	30	17	20	22	0	3	0	4	35	35	34	155	1369	4023	0	133	1981	8221	9088	2342	1701	8239	2530	329	8016	8024	2576	7023	520	1497	78	8902	4097	5976	1687	5871	9438	9669	14	16	27	20	19	26	17	16	26	17	19	24	13	17	29	18	22	22	0	2	0	3	2179816127	61011388	41235043	345989881	48353476	74494601	112169730	60943144	44154435	203354456	60133196	78589103	315239630	49527490	60961603	339050290	51124823	75463575	122139029	0	2636525	0	312263	32277306	881862	561307	5079959	676464	1195754	1659969	710747	772606	3057256	1004190	1284036	4461310	696101	883206	4937888	746855	1148151	1530918	0	33150	0	215246	9812489	19254028	20089723	8551581	19224119	21836371	9431038	16624398	22251032	11126831	18052782	25937132	10682824	20752906	25665748	10866679	17014853	27782662	0	2963166	0	4524217	12	10	28	12	16	17	14	9	23	14	14	22	13	12	28	14	12	22	0	0	0	0	292	4732	5364	6746	1274	4044	5110	9241	7859	5840	9724	7049	3695
7536	9912	9457	3051	6231	8259	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	151	1314	4582	1	-2	7016	3514	5365	5197	9416	3432	2011	3254	2273	5997	1569	544	133	2685	5545	7673	4843	5266	8585	2780	1344	3515	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	15448848	0	0	0	0	1523225	0	0	0	0	0	4829409	0	0	0	0	0	7224525	0	0	0	0	0	23588	0	0	0	0	50426	0	0	0	0	0	128534	0	0	0	0	0	289457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1380852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6584	4609	1264	1275	9883	8048	7293	3910	3367	8851	344	1821
6443	3325	8999	5137	9481	5846	2	6	6	5	1	0	3	2	1	0	4	0	2	2	0	0	2	1	3	2	0	0	0	0	0	0	1	0	3	2	1	0	4	0	2	2	0	0	2	1	3	2	0	0	0	0	0	0	1	0	2	2	1	0	4	0	1	2	0	0	2	1	2	2	0	0	0	0	0	0	8	8	7	187	1675	7279	0	7	9274	7799	8418	2099	7179	9510	2652	8202	5048	2635	6619	5333	3824	9456	9622	1762	418	3932	3217	9889	5714	9167	1	0	4	2	1	0	6	0	2	2	0	0	4	2	4	2	0	0	0	0	0	0	78373836	1287824	0	13199015	2690333	429541	0	3639084	0	10129517	4210264	0	0	4884444	6252060	4537945	2915303	0	0	0	0	0	0	1819700	45060	0	240808	46735	8976	0	112128	0	337064	57581	0	0	52110	83172	123381	114786	0	0	0	0	0	0	0	0	896220	0	0	0	0	0	1341778	0	0	0	1326106	0	871436	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	11	7865	4217	8192	1276	4569	5214	6696	9657	7951	1767	335	9873
2451	8326	9979	589	1372	7295	1	16	16	16	7	7	5	6	8	7	8	5	7	9	8	10	8	7	10	9	9	5	0	0	0	1	7	7	5	6	8	7	8	5	7	9	8	10	8	7	10	9	9	5	0	0	0	1	7	7	5	6	8	7	8	5	7	9	8	10	8	7	10	9	9	5	0	0	0	1	17	17	17	142	1324	3784	0	24	3310	6623	7211	1760	9692	6424	7390	648	4046	4181	4368	2434	9747	2528	2994	3518	989	8320	9094	2874	9280	1753	6	6	4	5	7	6	7	5	6	9	7	10	8	6	11	9	8	4	0	0	0	1	397307491	13775153	8103044	27471052	18639289	14125588	15519134	24074285	8969358	28875970	26662068	15452661	60134474	20488251	10135364	41753386	24305295	26140962	7233520	0	0	0	1002096	5956047	243464	102173	497211	234415	293111	243165	338565	50803	556378	314579	209309	882976	284071	320282	795343	463606	368164	33037	0	0	0	111746	3389249	3422076	2807435	3160398	3678499	3365312	3753788	5108731	3279040	4302598	3901078	2932693	3022250	4948981	2164794	3886575	4003268	1986125	0	0	0	0	4	3	2	5	5	2	4	0	4	7	2	5	4	3	3	5	6	1	0	0	0	0	65	1851	3159	2643	1277	128	2056	6921	4437	8434	8060	243	1032
689	8997	3289	722	9196	9211	1	8	8	8	2	1	7	2	0	1	2	0	5	0	2	5	0	0	6	1	2	2	0	0	0	0	2	1	7	2	0	1	2	0	5	0	2	5	0	0	6	1	2	2	0	0	0	0	2	1	7	2	0	1	2	0	5	0	2	5	0	0	6	1	2	2	0	0	0	0	11	11	11	133	1188	3783	0	11	3715	8313	4751	8220	7283	5698	7451	2739	7743	3751	3821	4197	9380	2341	8886	6850	3514	8762	4858	4417	7843	3724	3	2	9	2	0	1	2	0	7	0	3	6	0	0	8	2	3	3	0	0	0	0	124973367	1988775	677848	45369393	3988638	0	2631620	2886672	0	18715567	0	2399273	10355615	0	0	31107397	889384	3879979	5031562	0	0	0	0	1091588	45036	79455	729823	34951	0	208487	106454	0	148280	0	113677	194760	0	0	558257	90035	84089	204455	0	0	0	0	0	0	3044347	960619	0	0	1069063	0	2140995	0	0	1599245	0	0	1915042	0	0	1460384	0	0	0	0	1	0	7	0	0	0	1	0	5	0	1	5	0	0	2	0	0	0	0	0	0	0	21	7116	660	5459	1278	9376	7067	2248	1102	1564	7582	9549	2249
1016	1014	9506	6700	422	3069	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	69	624	3399	1	-2	8807	4255	5484	8248	7638	2230	9753	2876	9617	3545	4995	2260	7314	919	3812	2391	4500	8136	1922	5963	4341	2025	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	38896058	13727513	0	0	0	0	0	8086473	0	0	6421907	0	0	0	0	0	11556116	0	0	0	0	0	0	55692	446873	0	0	0	0	0	202383	0	0	141973	0	0	0	0	0	386163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1398615	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4625	7375	5965	1279	782	3508	2604	639	6294	7191	8674	5587
8093	9176	9813	3722	2014	8403	1	3	3	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	2	0	0	3	0	0	1	0	0	0	0	3	3	3	202	1791	8336	0	8	9104	3726	696	9922	2698	1035	5227	2851	2475	8133	4708	6694	7934	9629	3049	6328	5997	6546	9079	7352	8325	8454	0	0	2	0	0	1	0	0	3	0	0	2	0	0	3	0	0	1	0	0	0	0	71804566	0	0	19345300	0	0	2421863	0	0	11045503	0	0	14587584	0	0	11060882	0	0	1333008	0	0	0	0	421673	0	0	218525	0	0	15415	0	0	339375	0	0	79416	0	0	352626	0	0	30204	0	0	0	0	0	0	1767069	0	0	0	0	0	1977222	0	0	0	0	0	811150	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	8	6564	4131	9907	1280	9015	9908	4256	7075	3496	3850	9275	1964
3825	585	592	3780	5212	5735	2	75	75	75	15	31	42	17	26	34	10	15	50	14	15	54	13	18	71	16	11	48	1	4	0	2	15	31	42	17	26	34	10	15	50	14	15	54	13	18	71	16	11	48	1	4	0	2	15	31	42	17	26	34	10	15	50	14	15	54	13	18	71	16	11	48	1	4	0	2	25	25	25	482	4373	6460	0	323	9602	9256	9199	3086	4971	7116	2131	7427	3264	9236	1391	7253	3941	8927	4623	9313	9048	244	7037	2199	5934	4059	6	10	14	6	9	11	4	5	16	5	6	17	4	5	23	6	4	16	1	1	0	1	2994994062	57400769	78248452	315583820	47056398	94882963	94055691	30409776	30576678	335585515	31654256	51956025	459672612	32963025	36117382	975042869	43221999	33042383	224112151	579873	6727347	0	4228420	16272704	305069	308683	1563188	245332	447250	399985	366164	92115	1814297	72309	265523	2548194	180670	337233	5556789	170457	62605	1264355	18827	16981	0	189762	8982225	32283127	16298340	9581336	27806859	17803567	6928296	20556329	42238333	8690791	13095585	31778649	10572078	15881990	87436945	10369648	8546599	45814133	0	10004653	0	10815166	11	25	23	8	23	15	4	10	37	6	7	42	8	8	73	10	6	35	0	0	0	0	352	2360	5656	7761	1281	2141	549	5505	2075	1433	2364	1820	805
1087	9109	106	7864	3581	4987	1	24	24	14	17	14	18	21	15	15	17	17	19	19	17	16	18	16	16	18	18	13	7	9	7	6	17	14	18	21	15	15	17	17	19	19	17	16	18	16	16	18	18	13	7	9	7	6	9	7	9	11	8	7	9	10	10	10	10	8	10	9	7	10	11	6	5	4	5	3	47	47	33	64	585	576	0	259	1222	7350	8561	2622	5672	6356	1741	8923	9341	4274	4646	3260	8303	3840	9542	2643	2068	3152	5823	6352	5744	3734	36	27	36	41	35	38	37	38	41	38	38	30	39	36	33	37	38	29	14	18	13	13	7016024013	499335344	119466770	804783440	408151254	212781059	212774206	505568452	125243197	515409107	377436655	347983692	648320449	383836906	175252082	618586073	414383499	380170778	172712729	34157217	14657223	17916014	14050890	351142844	24867815	6076733	40401885	20322995	10674507	10738387	25308965	6336483	25633057	18840504	17590462	32398209	19107473	8805113	30657672	20991482	19113752	8517790	1721133	726465	877554	499331	59988505	43075302	61714466	51196915	48199954	51124306	64393280	50645094	74852588	60016499	57679904	62862497	53721256	48970745	53609197	56581240	65636812	46030482	50509240	54272898	23742530	49453276	31	14	21	27	19	13	25	16	17	26	23	18	28	15	16	23	24	13	8	3	7	3	389	6977	8090	6896	1282	5250	1494	7583	9805	9349	6475	8430	3425
6696	9829	5864	2465	4012	2441	1	19	19	19	8	8	10	6	7	10	11	4	9	6	6	12	9	10	11	10	7	7	1	0	2	2	8	8	10	6	7	10	11	4	9	6	6	12	9	10	11	10	7	7	1	0	2	2	8	8	10	6	7	10	11	4	9	6	6	12	9	10	11	10	7	7	1	0	2	2	16	16	16	142	1252	3171	0	40	8875	8579	3866	3061	3545	2264	2271	9369	7093	4335	5795	4052	5722	9719	6985	8207	7001	2259	1513	590	8605	8359	8	8	9	6	7	9	11	3	9	6	6	8	9	10	11	10	7	7	1	0	2	2	550523880	22960402	14223012	53886189	11915869	13782264	23023687	25008060	6663133	46980602	13808261	28846112	99905044	25618912	27674467	94107079	25735659	22980022	13983218	243542	0	1242438	1836777	10093688	393242	452596	949701	185801	257664	248572	547363	220238	771986	220803	592858	1799945	442324	602486	1430949	435880	545682	216701	18789	0	24196	12490	3506178	5481751	3423114	2775379	5515315	3893555	2952919	1682440	4633810	4209404	5877265	7222479	4442483	8417829	3582336	3924283	5670034	4670026	0	0	0	0	4	5	2	3	6	3	4	1	3	4	4	11	3	7	6	8	3	4	0	0	1	0	83	5392	8320	9025	1283	9034	9145	9518	3605	9994	5640	2414	1609
4642	3967	9660	4297	8264	8438	1	3	3	3	2	0	2	2	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	2	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	2	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	5	5	5	87	772	1795	0	6	6637	2972	1660	5567	1147	6763	3631	1223	8217	4392	2246	8298	5338	3378	3235	4094	5061	5867	5176	9824	9962	5486	5	0	3	5	0	0	0	0	3	3	0	0	2	0	0	3	0	0	0	0	0	0	37259144	8861895	0	3830227	4619443	0	0	0	0	4216885	2108408	0	0	2700773	0	0	1646342	0	0	0	0	0	0	1146899	176253	0	96200	92809	0	0	0	0	28964	24191	0	0	41857	0	0	211172	0	0	0	0	0	0	875008	0	0	910615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	8	4965	2912	6203	1284	1201	8607	3274	4287	6269	1838	5811	5886
